Clip,Start,End
89,1,31856
NaN,31857,47999
28,48000,71570
NaN,71571,95999
42,96000,123161
NaN,123162,143999
162,144000,166213
NaN,166214,191999
259,192000,218062
NaN,218063,239999
187,240000,261095
NaN,261096,287999
159,288000,314035
NaN,314036,335999
258,336000,355227
NaN,355228,383999
128,384000,409745
NaN,409746,431999
202,432000,449009
NaN,449010,479999
